RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
173,"Narvaez, O",CWS,C,90,253,23,70,10,0,2,14,38,45,0,0,.277,.373,.340,.713,1,1,3,0,86,12,8,82,67,1.22,1201,295
175,"Kiermaier, K",TB,CF,98,380,56,105,15,3,15,39,31,99,16,7,.276,.338,.450,.788,2,5,4,1,171,33,3,98,86,1.14,1666,421
176,"Kemp, M",ATL,LF,115,438,47,121,23,1,19,64,27,99,0,2,.276,.318,.463,.781,5,0,0,1,203,43,25,158,86,1.84,1676,467
177,"Contreras, W",CHC,C,117,377,50,104,21,0,21,74,45,98,5,4,.276,.356,.499,.855,2,3,1,2,188,42,13,126,65,1.94,1606,428
177,"Frazier, A",PIT,2B,121,406,55,112,20,6,6,53,36,57,9,5,.276,.344,.399,.743,2,8,1,3,162,32,9,146,104,1.40,1756,454
177,"Hernandez, M",BOS,3B,21,58,7,16,3,0,0,2,1,15,0,1,.276,.300,.328,.628,0,1,0,0,19,3,0,18,9,2.00,234,60
177,"Mahtook, M",DET,CF,109,348,50,96,15,6,12,38,23,79,6,0,.276,.330,.457,.787,0,6,0,2,159,33,4,95,84,1.13,1561,379
177,"Phillips, B",MIL,RF,37,87,9,24,3,0,4,12,9,34,5,0,.276,.351,.448,.799,2,1,1,0,39,7,0,13,17,0.76,427,98
182,"Adams, L",ATL,LF,85,109,19,30,4,1,5,20,10,37,10,0,.275,.339,.468,.807,0,1,1,1,51,10,3,25,22,1.14,475,122
183,"Marte, S",PIT,LF,77,309,48,85,7,2,7,31,20,63,21,4,.275,.333,.379,.712,0,8,0,2,117,16,5,92,76,1.21,1318,339
184,"Gamel, B",SEA,LF,134,509,68,140,27,5,11,59,36,122,4,1,.275,.322,.413,.735,1,1,1,3,210,43,8,136,123,1.11,2188,550
185,"Revere, B",LAA,LF,109,291,37,80,13,2,1,20,15,25,21,6,.275,.308,.344,.652,0,0,0,2,100,16,7,128,67,1.91,1122,308
186,"Markakis, N",ATL,RF,160,593,76,163,39,1,8,76,68,110,0,2,.275,.354,.384,.738,8,6,0,3,228,48,16,194,145,1.34,2717,670
187,"Adams, M",ATL,1B,131,339,46,93,22,1,20,65,23,88,0,0,.274,.319,.522,.841,5,1,0,4,177,43,5,81,86,0.94,1436,367
187,"Desmond, I",COL,LF,95,339,47,93,11,1,7,40,24,87,15,4,.274,.326,.375,.701,1,4,2,4,127,19,13,126,52,2.42,1373,373
189,"Escobar, Y",LAA,3B,89,350,43,96,20,1,7,31,29,51,1,4,.274,.333,.397,.730,0,2,0,0,139,28,15,145,73,1.99,1357,381
190,"Molina, Y",STL,C,136,501,60,137,27,1,18,82,28,74,9,4,.273,.312,.439,.751,4,4,1,9,220,46,14,154,162,0.95,1998,543
191,"Headley, C",NYY,3B,147,512,77,140,30,1,12,61,60,132,9,2,.273,.352,.406,.758,2,6,1,7,208,43,10,138,120,1.15,2331,586
192,"Lindor, F",CLE,SS,159,651,99,178,44,4,33,89,60,93,15,3,.273,.337,.505,.842,6,4,5,3,329,81,11,183,216,0.85,2727,723
193,"Shaw, T",MIL,3B,144,538,84,147,34,1,31,101,60,138,10,0,.273,.349,.513,.862,6,4,1,3,276,66,20,153,124,1.23,2396,606
194,"Bogaerts, X",BOS,SS,148,571,94,156,32,6,10,62,56,116,15,1,.273,.343,.403,.746,6,6,0,2,230,48,17,174,144,1.21,2544,635
195,"Sogard, E",MIL,2B,94,249,37,68,15,1,3,18,45,37,3,3,.273,.393,.378,.770,2,4,1,0,94,19,7,76,76,1.00,1228,299
196,"Baez, J",CHC,2B,145,469,75,128,24,2,23,75,30,144,10,3,.273,.317,.480,.796,15,1,6,2,225,49,10,124,91,1.36,1845,508
197,"Upton, J",LAA,LF,152,557,100,152,44,0,35,109,74,180,14,5,.273,.361,.540,.901,3,3,0,1,301,79,9,114,121,0.94,2695,635
198,"Lavarnway, R",OAK,C,6,11,0,3,1,0,0,2,1,3,0,0,.273,.385,.364,.748,0,1,0,0,4,1,1,3,3,1.00,45,13
198,"Read, R",WSH,C,8,11,1,3,0,0,0,0,0,3,0,0,.273,.273,.273,.545,0,0,0,0,3,0,0,3,2,1.50,40,11
198,"Rizzo, A",CHC,1B,157,572,99,156,32,3,32,109,91,90,10,4,.273,.392,.507,.899,11,24,0,4,290,67,21,187,164,1.14,2723,691
201,"Gyorko, J",STL,3B,125,426,52,116,21,2,20,67,47,105,6,2,.272,.341,.472,.813,1,1,0,7,201,43,12,112,112,1.00,1907,481
202,"Moustakas, M",KC,3B,148,555,75,151,24,0,38,85,34,94,0,0,.272,.314,.521,.835,7,3,0,6,289,62,18,142,192,0.74,2240,598
203,"Castellanos, N",DET,RF,157,614,73,167,36,10,26,101,41,142,4,5,.272,.320,.490,.811,0,5,0,5,301,72,12,143,179,0.80,2605,665
204,"Span, D",SF,CF,129,497,73,135,31,5,12,43,40,69,12,7,.272,.329,.427,.756,0,3,1,1,212,48,11,161,145,1.11,2032,542
205,"Harrison, J",PIT,2B,128,486,66,132,26,2,16,47,28,90,12,4,.272,.339,.432,.771,2,23,2,3,210,44,5,122,152,0.80,2029,542
206,"Altherr, A",PHI,RF,107,372,58,101,24,5,19,65,32,104,5,4,.272,.340,.516,.856,2,7,0,1,192,48,12,102,78,1.31,1593,412
207,"Difo, W",WSH,SS,124,332,47,90,10,4,5,21,24,74,10,1,.271,.319,.370,.690,6,1,5,3,123,19,7,113,70,1.61,1344,365
208,"Flores, W",NYM,3B,110,336,42,91,17,1,18,52,17,54,1,1,.271,.307,.488,.795,1,3,0,6,164,36,14,92,119,0.77,1469,362
208,"Healy, R",OAK,DH,149,576,66,156,29,0,25,78,23,142,0,1,.271,.302,.451,.754,0,4,0,2,260,54,16,148,148,1.00,2279,605
208,"Toles, A",LAD,LF,31,96,17,26,3,0,5,15,5,16,0,1,.271,.314,.458,.772,0,1,0,0,44,8,3,37,20,1.85,382,102
211,"Taylor, M",WSH,CF,118,399,55,108,23,3,19,53,29,137,17,7,.271,.320,.486,.806,3,1,1,2,194,45,3,77,83,0.93,1630,432
212,"Dozier, B",MIN,2B,152,617,106,167,30,4,34,93,78,141,16,7,.271,.359,.498,.856,6,8,0,2,307,68,11,146,176,0.83,2827,705
213,"Benintendi, A",BOS,LF,151,573,84,155,26,1,20,90,70,112,20,5,.271,.352,.424,.776,7,6,1,8,243,47,16,156,175,0.89,2533,658
214,"Asuaje, C",SD,2B,89,307,28,83,14,1,4,21,28,76,0,1,.270,.334,.362,.696,0,2,5,1,111,19,6,81,79,1.03,1327,343
215,"Barnhart, T",CIN,C,121,370,26,100,24,2,7,44,42,68,4,0,.270,.347,.403,.750,11,3,5,3,149,33,12,127,95,1.34,1542,423
216,"Garcia, L",CWS,CF,87,300,41,81,15,2,9,33,13,69,8,5,.270,.316,.423,.739,0,8,3,2,127,26,4,110,49,2.24,1111,326
217,"Donaldson, J",TOR,3B,113,415,65,112,21,0,33,78,76,111,2,2,.270,.385,.559,.944,1,3,0,2,232,54,5,105,94,1.12,2099,496
218,"Smoak, J",TOR,1B,158,560,85,151,29,1,38,90,73,128,0,1,.270,.355,.529,.883,3,2,0,2,296,68,17,144,156,0.92,2591,637
219,"Smith, M",TB,CF,81,256,33,69,8,4,2,12,23,62,16,5,.270,.329,.355,.684,0,0,2,1,91,14,2,80,50,1.60,1080,282
220,"DeShields, D",TEX,LF,120,376,75,101,15,2,6,22,44,109,29,8,.269,.347,.367,.714,0,3,13,4,138,23,2,91,94,0.97,1814,440
221,"Braun, R",MIL,LF,104,380,58,102,28,2,17,52,38,76,12,4,.268,.336,.487,.823,2,3,0,4,185,47,15,133,88,1.51,1550,425
222,"Owings, C",ARI,SS,97,362,41,97,25,1,12,51,17,87,12,2,.268,.299,.442,.741,0,1,2,4,160,38,3,90,97,0.93,1369,386
223,"Lin, T",BOS,3B,25,56,7,15,0,2,0,2,9,17,1,1,.268,.369,.339,.709,0,0,1,0,19,2,0,13,12,1.08,289,66
224,"Sanchez, A",WSH,SS,34,71,6,19,7,0,0,11,1,25,0,2,.268,.288,.366,.654,0,1,2,0,26,7,2,17,14,1.21,263,75
225,"Perez, S",KC,C,129,471,57,126,24,1,27,80,17,95,1,0,.268,.297,.495,.792,3,5,0,5,233,52,23,119,159,0.75,1737,499
226,"Drury, B",ARI,2B,135,445,41,119,37,2,13,63,28,103,1,1,.267,.317,.447,.764,1,5,0,2,199,52,9,139,95,1.46,1847,480
227,"Hanigan, R",COL,C,33,101,9,27,2,0,2,12,8,26,0,0,.267,.324,.347,.671,2,1,1,1,35,4,5,43,12,3.58,406,112
228,"Reynolds, M",COL,1B,148,520,82,139,22,1,30,97,69,175,2,1,.267,.352,.487,.839,0,1,0,3,253,53,12,121,100,1.21,2470,593
229,"Bellinger, C",LAD,1B,132,480,87,128,26,4,39,97,64,146,10,3,.267,.352,.581,.933,13,1,0,3,279,69,5,89,125,0.71,2205,548
229,"Choi, J",NYY,1B,6,15,2,4,1,0,2,5,2,5,0,0,.267,.333,.733,1.067,0,0,0,1,11,3,1,7,1,7.00,80,18
229,"Santander, A",BAL,RF,13,30,1,8,3,0,0,2,0,8,0,0,.267,.258,.367,.625,0,0,0,1,11,3,0,5,10,0.50,120,31
232,"Sanchez, Y",CWS,2B,141,484,63,129,19,8,12,59,35,111,8,9,.267,.319,.413,.732,2,4,7,4,200,39,10,140,125,1.12,2004,534
233,"Alonso, Y",SEA,1B,142,451,72,120,22,0,28,67,68,118,2,0,.266,.365,.501,.866,6,2,0,0,226,50,9,97,125,0.78,2077,521
234,"Hicks, J",DET,C,60,173,25,46,12,0,6,22,13,51,2,1,.266,.326,.439,.766,0,3,0,1,76,18,5,55,27,2.04,727,190
235,"Pollock, A",ARI,CF,112,425,73,113,33,6,14,49,35,71,20,6,.266,.330,.471,.801,1,6,0,0,200,53,8,136,113,1.20,1739,466
236,"Hicks, A",NYY,CF,88,301,54,80,18,0,15,52,51,67,10,5,.266,.372,.475,.847,0,3,1,5,143,33,8,90,78,1.15,1483,361
237,"Brugman, J",OAK,CF,48,143,12,38,2,0,3,12,18,38,1,2,.266,.346,.343,.688,1,0,0,1,49,5,1,35,34,1.03,658,162
238,"Adrianza, E",MIN,SS,70,162,30,43,9,2,2,24,16,25,8,1,.265,.324,.383,.707,1,1,1,6,62,13,0,45,56,0.80,718,186
239,"Aguilar, J",MIL,1B,133,279,40,74,15,2,16,52,25,94,0,0,.265,.331,.505,.837,1,4,0,3,141,33,8,70,52,1.35,1319,311
240,"Walker, N",MIL,2B,111,385,59,102,21,2,14,49,55,77,0,2,.265,.362,.439,.801,2,5,1,2,169,37,9,98,120,0.82,1708,448
241,"Lucroy, J",COL,C,123,423,45,112,21,3,6,40,46,51,1,0,.265,.345,.371,.716,6,8,0,4,157,30,16,177,103,1.72,1868,481
242,"Calhoun, W",TEX,LF,13,34,3,9,0,0,1,4,2,7,0,0,.265,.324,.353,.677,0,1,0,0,12,1,0,10,8,1.25,143,37
243,"Betts, M",BOS,RF,153,628,101,166,46,2,24,102,77,79,26,3,.264,.344,.459,.803,9,2,0,5,288,72,9,174,223,0.78,2804,712
244,"Gardner, B",NYY,LF,151,594,96,157,26,4,21,63,72,122,23,5,.264,.350,.428,.778,2,8,5,3,254,51,4,165,162,1.02,2890,682
245,"Fowler, D",STL,CF,118,420,68,111,22,9,18,64,63,101,7,3,.264,.363,.488,.851,6,4,0,4,205,49,10,114,108,1.06,1972,491
246,"Sano, M",MIN,3B,114,424,75,112,15,2,28,77,54,173,0,0,.264,.352,.507,.859,5,4,0,1,215,45,12,81,71,1.14,1974,483
247,"Ellsbury, J",NYY,CF,112,356,65,94,20,4,7,39,41,63,22,3,.264,.348,.402,.750,3,5,2,0,143,31,7,113,95,1.19,1563,409
248,"Avila, A",CHC,C,112,311,41,82,13,1,14,49,62,120,0,1,.264,.387,.447,.834,2,1,1,1,139,28,10,70,51,1.37,1610,376
249,"Young Jr., E",LAA,LF,47,110,24,29,5,0,4,16,5,31,12,3,.264,.336,.418,.754,0,7,3,0,46,9,0,35,18,1.94,434,125
250,"Spangenberg, C",SD,3B,129,444,57,117,18,2,13,46,34,128,11,3,.264,.322,.401,.723,1,5,2,1,178,33,2,122,82,1.49,1794,486
251,"Gattis, E",HOU,C,84,300,41,79,22,0,12,55,18,50,0,1,.263,.311,.457,.767,0,4,0,3,137,34,10,83,101,0.82,1118,325
252,"Travis, S",BOS,1B,33,76,13,20,6,0,0,1,6,23,1,0,.263,.325,.342,.667,0,1,0,0,26,6,2,20,15,1.33,366,83
253,"Freese, D",PIT,3B,130,426,44,112,16,0,10,52,58,116,0,1,.263,.368,.371,.739,5,15,0,4,158,26,10,145,67,2.16,2076,503
254,"Margot, M",SD,CF,126,487,53,128,18,7,13,39,35,106,17,7,.263,.313,.409,.721,0,2,1,4,199,38,6,125,139,0.90,2026,529
255,"Diaz, Y",CLE,3B,49,156,25,41,8,1,0,13,21,35,2,0,.263,.352,.327,.679,0,1,0,1,51,9,5,58,28,2.07,719,179
256,"Puig, Y",LAD,RF,152,499,72,131,24,2,28,74,64,100,15,6,.263,.346,.487,.833,8,2,0,5,243,54,21,165,129,1.28,2119,570
257,"Delmonico, N",CWS,LF,43,141,25,37,4,0,9,23,23,31,2,0,.262,.373,.482,.856,0,2,0,0,68,13,5,41,37,1.11,679,166
258,"Anderson, B",MIA,3B,25,84,11,22,7,1,0,8,10,28,0,0,.262,.337,.369,.706,0,0,0,1,31,8,1,22,14,1.57,384,95
258,"Wainwright, A",STL,P,24,42,7,11,2,0,2,11,1,15,0,0,.262,.279,.452,.731,0,0,7,0,19,4,2,19,6,3.17,153,50
260,"Gonzalez, C",COL,RF,136,470,72,123,34,0,14,57,56,119,3,0,.262,.339,.423,.762,3,2,0,6,199,48,9,137,106,1.29,1941,534
261,"Raburn, R",WSH,LF,25,65,7,17,1,2,2,6,4,25,0,1,.262,.304,.431,.735,0,0,0,0,28,5,1,18,6,3.00,265,69
262,"Hernandez, T",TOR,RF,27,88,16,23,6,0,8,20,6,36,0,1,.261,.305,.602,.908,0,0,0,1,53,14,0,11,19,0.58,429,95
263,"Choo, S",TEX,RF,149,544,96,142,20,1,22,78,77,134,12,3,.261,.357,.423,.780,1,7,3,5,230,43,18,180,114,1.58,2545,636
264,"Longoria, E",TB,3B,156,613,71,160,36,2,20,86,46,109,6,1,.261,.313,.424,.737,3,6,0,12,260,58,18,187,187,1.00,2492,677
265,"Hechavarria, A",TB,SS,97,330,37,86,14,5,8,30,13,67,4,1,.261,.289,.406,.695,1,1,2,2,134,27,7,108,80,1.35,1170,348
266,"Suarez, E",CIN,3B,156,534,87,139,25,2,26,82,84,147,4,5,.260,.367,.461,.828,1,9,0,5,246,53,16,142,127,1.12,2687,632
267,"Marte, K",ARI,SS,73,223,30,58,11,2,5,18,29,37,3,1,.260,.345,.395,.740,3,1,0,2,88,18,3,66,67,0.99,947,255
268,"Plawecki, K",NYM,C,37,100,11,26,5,0,3,13,14,17,1,0,.260,.364,.400,.764,2,3,0,1,40,8,2,35,25,1.40,479,118
269,"Nimmo, B",NYM,CF,69,177,26,46,11,1,5,21,33,60,2,0,.260,.379,.418,.797,1,2,1,2,74,17,3,41,36,1.14,946,215
270,"Pence, H",SF,RF,134,493,55,128,13,5,13,67,40,102,2,3,.260,.315,.385,.701,1,2,0,4,190,31,8,164,111,1.48,2136,539
271,"Ramos, W",TB,C,64,208,19,54,6,0,11,35,10,36,0,0,.260,.290,.447,.737,2,0,0,3,93,17,11,86,46,1.87,718,224
272,"Travis, D",TOR,2B,50,185,22,48,18,0,5,24,7,38,4,2,.259,.291,.438,.729,0,2,1,2,81,23,5,55,52,1.06,747,197
273,"Heyward, J",CHC,RF,126,432,59,112,15,4,11,59,41,67,4,4,.259,.326,.389,.715,1,3,2,2,168,30,8,149,116,1.28,1729,481
273,"Olson, M",OAK,1B,59,189,33,49,2,0,24,45,22,60,0,0,.259,.352,.651,1.003,1,5,0,0,123,26,6,49,37,1.32,914,216
273,"Perez, H",MIL,LF,136,432,47,112,19,3,14,51,20,79,13,4,.259,.289,.414,.704,1,0,2,4,179,36,8,141,114,1.24,1567,458
273,"Smolinski, J",OAK,CF,16,27,1,7,1,0,0,0,1,6,0,0,.259,.310,.296,.607,0,1,0,0,8,1,0,7,7,1.00,121,29
277,"Santana, C",CLE,1B,154,571,90,148,37,3,23,79,88,94,5,1,.259,.363,.455,.818,6,6,0,2,260,63,11,170,172,0.99,2648,667
278,"Machado, D",DET,2B,73,166,17,43,5,1,1,11,10,32,1,0,.259,.302,.319,.621,0,1,2,2,53,7,6,63,38,1.66,677,181
279,"Hoskins, R",PHI,LF,50,170,37,44,7,0,18,48,37,46,2,0,.259,.396,.618,1.014,1,3,0,2,105,25,2,36,48,0.75,985,212
280,"Diaz, A",STL,SS,79,286,31,74,17,0,7,20,13,42,4,1,.259,.290,.392,.682,1,0,1,1,112,24,9,86,95,0.91,1070,301
281,"Machado, M",BAL,3B,156,630,81,163,33,1,33,95,50,115,9,4,.259,.310,.471,.782,3,1,0,9,297,67,17,174,204,0.85,2548,690
282,"Peraza, J",CIN,2B,143,487,50,126,9,4,5,37,20,70,23,8,.259,.297,.324,.622,1,7,3,1,158,18,7,160,142,1.13,1856,518
283,"Ervin, P",CIN,RF,28,58,8,15,2,0,3,10,4,15,4,1,.259,.317,.448,.766,0,1,1,0,26,5,1,12,18,0.67,242,64
284,"Valaika, P",COL,SS,110,182,28,47,11,0,13,40,7,53,0,0,.258,.284,.533,.817,0,0,5,1,97,24,1,38,51,0.75,686,195
285,"Encarnacion, E",CLE,DH,157,554,96,143,20,1,38,107,104,133,2,0,.258,.377,.504,.881,5,5,0,5,279,59,18,150,151,0.99,2870,669
286,"Tomlinson, K",SF,2B,104,194,32,50,4,2,1,11,23,46,9,1,.258,.332,.314,.646,2,0,2,3,61,7,8,67,44,1.52,845,222
287,"Smith, S",BAL,RF,111,330,50,85,19,0,13,32,36,79,2,0,.258,.340,.433,.774,3,6,0,1,143,32,7,93,81,1.15,1580,373
288,"Gentry, C",BAL,LF,77,101,17,26,5,1,2,11,11,24,5,4,.257,.333,.386,.719,0,1,3,1,39,8,1,36,20,1.80,450,117
289,"Knapp, A",PHI,C,56,171,26,44,8,1,3,13,31,56,1,0,.257,.368,.368,.736,4,0,0,2,63,12,5,56,22,2.55,817,204
290,"Anderson, T",CWS,SS,146,587,72,151,26,4,17,56,13,162,15,1,.257,.276,.402,.679,0,3,2,1,236,47,13,175,115,1.52,2117,606
291,"Polanco, J",MIN,SS,133,488,60,125,30,3,13,74,41,78,13,5,.256,.313,.410,.723,1,2,7,6,200,46,7,133,172,0.77,2065,544
292,"Joseph, C",BAL,C,89,254,31,65,14,1,8,28,10,72,0,0,.256,.287,.413,.700,0,1,1,0,105,23,7,75,50,1.50,1029,266
293,"Sucre, J",TB,C,62,176,20,45,6,0,7,29,7,35,2,0,.256,.289,.409,.699,0,3,2,4,72,13,6,53,55,0.96,720,192
294,"Valencia, D",SEA,1B,130,450,54,115,19,3,15,66,40,122,2,2,.256,.314,.411,.725,0,2,0,8,185,37,16,136,101,1.35,2000,500
295,"Pillar, K",TOR,CF,154,587,72,150,37,1,16,42,33,95,15,6,.256,.300,.404,.704,0,6,3,3,237,54,13,176,187,0.94,2220,632
296,"Gomez, C",TEX,CF,105,368,51,94,23,1,17,51,31,127,13,5,.255,.340,.462,.802,0,19,3,5,170,41,3,72,86,0.84,1595,426
297,"Solarte, Y",SD,2B,128,466,49,119,21,0,18,64,37,61,3,0,.255,.314,.416,.731,4,5,0,4,194,39,18,152,156,0.97,1773,512
298,"Bonifacio, J",KC,RF,113,384,55,98,15,1,17,40,35,118,1,1,.255,.320,.432,.752,0,2,0,1,166,33,8,86,91,0.95,1683,422
299,"Martinez, V",DET,DH,107,392,38,100,16,0,10,47,36,63,0,0,.255,.324,.372,.697,3,5,0,2,146,26,15,128,118,1.08,1656,435
299,"Suzuki, I",MIA,RF,136,196,19,50,6,0,3,20,17,35,1,1,.255,.318,.332,.649,1,1,1,0,65,9,2,73,41,1.78,866,215
301,"Bell, J",PIT,1B,159,549,75,140,26,6,26,90,66,117,2,4,.255,.334,.466,.800,4,1,0,4,256,58,15,191,120,1.59,2551,620
302,"Mercer, J",PIT,SS,145,502,52,128,24,5,14,58,51,88,0,4,.255,.326,.406,.733,13,3,0,2,204,43,16,164,140,1.17,2187,558
303,"Galvis, F",PHI,SS,162,608,71,155,29,6,12,61,45,111,14,5,.255,.309,.382,.690,2,4,2,4,232,47,12,158,202,0.78,2641,663
304,"Iglesias, J",DET,SS,130,463,56,118,33,1,6,54,21,65,7,4,.255,.288,.369,.657,0,1,3,1,171,40,6,167,123,1.36,1819,489
305,"Hernandez, G",SF,LF,128,310,40,79,20,1,0,22,31,73,12,4,.255,.327,.326,.652,3,3,2,2,101,21,6,90,78,1.15,1416,348
306,"Chirinos, R",TEX,C,88,263,46,67,13,1,17,38,34,79,1,0,.255,.360,.506,.866,0,10,1,1,133,31,5,58,66,0.88,1274,309
307,"Gonzalez, E",CLE,2B,60,110,18,28,6,0,4,11,3,37,1,2,.255,.272,.418,.690,0,0,1,1,46,10,1,30,18,1.67,456,115
308,"Caratini, V",CHC,C,31,59,6,15,3,0,1,2,4,13,0,0,.254,.333,.356,.689,1,3,0,0,21,4,3,28,6,4.67,272,66
309,"Bruce, J",CLE,RF,146,555,82,141,29,2,36,101,57,139,1,1,.254,.324,.508,.832,0,2,0,3,282,67,11,122,167,0.73,2432,617
310,"Escobar, E",MIN,3B,129,457,62,116,16,5,21,73,33,98,5,1,.254,.309,.449,.758,3,5,1,3,205,42,5,102,150,0.68,2006,499
311,"Iannetta, C",ARI,C,89,272,38,69,19,0,17,43,37,87,0,0,.254,.354,.511,.865,0,6,0,1,139,36,3,57,63,0.90,1369,316
312,"Buxton, B",MIN,CF,140,462,69,117,14,6,16,51,38,150,29,1,.253,.314,.413,.728,2,4,5,2,191,36,1,91,112,0.81,1991,511
313,"Peterson, S",TB,LF,30,79,9,20,5,0,2,11,5,21,2,0,.253,.310,.392,.703,0,2,0,1,31,7,2,20,21,0.95,332,88
314,"Garcia, G",STL,3B,133,241,27,61,9,2,2,20,37,64,2,1,.253,.365,.332,.697,0,6,5,1,80,13,6,79,49,1.61,1210,290
314,"Vargas, K",MIN,DH,78,241,33,61,13,0,11,41,20,77,0,0,.253,.314,.444,.758,1,2,0,1,107,24,10,77,37,2.08,1121,264
316,"Crawford, B",SF,SS,144,518,58,131,34,1,14,77,42,113,3,5,.253,.305,.403,.709,3,1,0,9,209,49,18,165,136,1.21,2172,570
317,"McCann, J",DET,C,106,352,39,89,14,2,13,49,26,89,1,0,.253,.318,.415,.733,0,9,1,3,146,29,8,94,94,1.00,1466,391
318,"Happ, I",CHC,CF,115,364,62,92,17,3,24,68,39,129,8,4,.253,.328,.514,.842,5,4,2,4,187,44,12,89,72,1.24,1618,413
319,"Mazara, N",TEX,RF,148,554,64,140,30,2,20,101,55,127,2,2,.253,.323,.422,.745,6,4,0,3,234,52,12,168,134,1.25,2445,616
320,"Drew, S",WSH,SS,46,95,9,24,7,0,1,17,8,21,0,0,.253,.302,.358,.660,0,0,0,3,34,8,2,24,31,0.77,440,106
321,"Pennington, C",LAA,2B,87,194,23,49,6,0,3,21,16,58,3,1,.253,.306,.330,.635,0,1,1,5,64,9,2,45,50,0.90,888,217
322,"Pearce, S",TOR,LF,92,313,38,79,17,1,13,37,27,68,0,0,.252,.319,.438,.757,1,5,0,3,137,31,11,89,91,0.98,1372,348
323,"Rivera, R",CHC,C,74,218,23,55,9,0,10,35,14,70,0,1,.252,.305,.431,.736,3,3,1,1,94,19,4,47,52,0.90,875,237
324,"Ahmed, N",ARI,SS,53,167,24,42,8,1,6,21,10,39,3,4,.251,.298,.419,.717,3,1,0,0,70,15,6,48,44,1.09,625,178
325,"Dyson, J",SEA,CF,111,346,56,87,13,3,5,30,28,55,28,7,.251,.324,.350,.674,2,10,4,2,121,21,3,115,98,1.17,1412,390
326,"Goodwin, B",WSH,CF,74,251,41,63,21,1,13,30,23,69,6,0,.251,.313,.498,.811,2,1,0,3,125,35,3,57,68,0.84,1143,278
327,"Polanco, G",PIT,RF,108,379,39,95,20,0,11,35,27,60,8,1,.251,.305,.391,.695,4,3,0,1,148,31,5,108,122,0.89,1544,411
328,"Zunino, M",SEA,C,124,387,52,97,25,0,25,64,39,160,1,0,.251,.331,.509,.840,0,8,0,1,197,50,8,56,83,0.67,1800,435
329,"Escobar, A",KC,SS,162,599,71,150,36,5,6,54,15,102,4,7,.250,.272,.357,.629,1,4,7,4,214,47,14,184,188,0.98,2233,629
330,"Archer, C",TB,P,3,8,1,2,0,0,0,1,0,3,0,0,.250,.250,.250,.500,0,0,0,0,2,0,1,4,0,*.**,34,8
330,"Bailey, H",CIN,P,17,28,4,7,2,0,0,0,0,11,0,0,.250,.250,.321,.571,0,0,7,0,9,2,0,17,0,*.**,121,35
330,"Bradley, A",ARI,P,60,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500,0,0,0,0,1,0,0,1,0,*.**,15,4
330,"Espino, P",TEX,P,6,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,0,0,1,0,1,0,0,3,0,*.**,21,5
330,"Gallagher, C",KC,C,13,24,2,6,1,0,1,5,3,4,0,0,.250,.333,.417,.750,0,0,0,0,10,2,1,11,4,2.75,93,27
330,"Lagares, J",NYM,CF,94,252,37,63,16,2,3,15,14,56,7,3,.250,.296,.365,.661,0,3,2,1,92,21,6,75,67,1.12,1033,272
330,"Miley, W",BAL,P,3,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,0,0,0,0,1,0,0,2,0,*.**,14,4
330,"Prado, M",MIA,3B,37,140,13,35,9,0,2,12,6,22,0,0,.250,.279,.357,.636,0,0,0,1,50,11,4,52,36,1.44,625,147
330,"Riddle, J",MIA,SS,70,228,20,57,13,1,3,31,12,50,0,2,.250,.282,.355,.637,2,0,2,5,81,17,6,81,53,1.53,898,247
330,"Robles, V",-,-,13,24,2,6,1,2,0,4,0,6,0,1,.250,.308,.458,.766,0,2,1,0,11,3,2,11,4,2.75,102,27
330,"Stewart, B",LAD,P,16,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500,0,0,1,0,1,0,0,1,1,1.00,14,5
330,"Vargas, J",KC,P,1,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,0,0,0,0,1,0,0,1,1,1.00,12,4
330,"Velasquez, V",PHI,P,16,24,1,6,0,0,0,1,1,4,0,0,.250,.280,.250,.530,0,0,0,0,6,0,1,7,8,0.88,82,25
330,"Walker, C",ARI,1B,11,12,2,3,1,0,2,2,1,5,0,0,.250,.400,.833,1.233,0,2,0,0,10,3,0,2,2,1.00,66,15
330,"Williams, M",NYY,RF,5,16,3,4,0,0,0,1,1,2,2,0,.250,.294,.250,.544,0,0,0,0,4,0,0,4,6,0.67,77,17
345,"Morales, K",TOR,DH,150,557,67,139,25,0,28,85,43,132,0,0,.250,.308,.445,.753,2,5,0,3,248,53,22,190,121,1.57,2332,608
346,"Cabrera, M",DET,1B,130,469,50,117,22,0,16,60,54,110,0,1,.249,.329,.399,.728,6,3,0,3,187,38,15,128,132,0.97,2045,529
347,"Seager, K",SEA,3B,154,578,72,144,33,1,27,88,58,110,2,1,.249,.323,.450,.773,6,8,0,6,260,61,6,123,213,0.58,2565,650
348,"Cervelli, F",PIT,C,81,265,31,66,13,2,5,31,32,65,0,2,.249,.342,.370,.712,0,6,0,1,98,20,7,88,54,1.63,1212,304
