RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
49,"Murphy, D",WSH,2B,144,534,94,172,43,3,23,93,52,77,2,0,.322,.384,.543,.928,14,4,0,3,290,69,16,125,179,0.70,2174,593
50,"Turner, J",LAD,3B,130,457,72,147,32,0,21,71,59,56,7,1,.322,.415,.530,.945,5,19,1,7,242,53,12,109,165,0.66,2030,543
51,"Votto, J",CIN,1B,162,559,106,179,34,1,36,100,134,83,5,1,.320,.454,.578,1.032,20,8,0,6,323,71,16,161,158,1.02,2732,707
52,"Posey, B",SF,C,140,494,62,158,34,0,12,67,61,66,6,1,.320,.400,.462,.861,13,8,0,5,228,46,17,157,135,1.16,2073,568
53,"Harper, B",WSH,RF,111,420,95,134,27,1,29,87,68,99,4,2,.319,.413,.595,1.008,11,1,0,3,250,57,15,100,105,0.95,1967,492
54,"Hosmer, E",KC,1B,162,603,98,192,31,1,25,94,66,104,6,1,.318,.385,.498,.882,3,0,0,2,300,57,20,226,103,2.19,2573,671
55,"Ramirez, J",CLE,3B,152,585,107,186,56,6,29,83,52,69,17,5,.318,.374,.583,.957,5,3,0,5,341,91,13,167,181,0.92,2576,645
56,"Jackson, A",CLE,CF,85,280,46,89,19,3,7,35,33,64,3,1,.318,.387,.482,.869,0,1,0,4,135,29,13,83,61,1.36,1365,318
57,"Alfaro, J",PHI,C,29,107,12,34,6,0,5,14,3,33,0,0,.318,.360,.514,.874,1,4,0,0,55,11,2,28,14,2.00,391,114
58,"Sierra, M",STL,RF,22,60,10,19,0,0,0,5,4,14,2,2,.317,.359,.317,.676,0,0,0,0,19,0,0,16,11,1.45,225,64
59,"Correa, C",HOU,SS,109,422,82,133,25,1,24,84,53,92,2,1,.315,.391,.550,.941,5,2,0,4,232,50,12,119,94,1.27,1895,481
60,"Kendrick, H",WSH,LF,91,305,40,96,16,3,9,41,22,68,12,5,.315,.368,.475,.844,0,5,0,2,145,28,8,104,47,2.21,1310,334
61,"Reddick, J",HOU,RF,134,477,77,150,34,4,13,82,43,72,7,3,.314,.363,.484,.847,1,0,1,12,231,51,9,108,169,0.64,2037,540
62,"Presley, A",DET,RF,71,245,30,77,10,3,3,20,15,49,5,0,.314,.354,.416,.770,0,0,3,0,102,16,5,74,53,1.40,1063,264
63,"Nunez, E",BOS,2B,114,467,60,146,33,0,12,58,18,54,24,7,.313,.341,.460,.801,0,3,1,2,215,45,11,160,121,1.32,1721,491
64,"Alvarez, P",BAL,1B,14,32,4,10,1,0,1,4,2,10,0,0,.313,.353,.438,.790,0,0,0,0,14,2,0,8,4,2.00,128,34
65,"Beltre, A",TEX,3B,94,340,47,106,22,1,17,71,39,52,1,0,.312,.383,.532,.915,2,4,0,6,181,40,7,102,93,1.10,1578,389
66,"Ozuna, M",MIA,LF,159,613,93,191,30,2,37,124,64,144,1,3,.312,.376,.548,.924,4,0,0,2,336,69,18,165,133,1.24,2560,679
67,"LeMahieu, D",COL,2B,155,609,95,189,28,4,8,64,59,90,6,5,.310,.374,.409,.783,1,6,3,5,249,40,24,247,115,2.15,2676,682
68,"Martinez, J",STL,LF,106,272,47,84,13,1,14,46,32,60,4,0,.309,.379,.518,.897,2,0,1,2,141,28,9,82,58,1.41,1242,307
69,"Parra, G",COL,LF,115,392,56,121,24,1,10,71,20,67,2,5,.309,.341,.452,.793,0,4,0,9,177,35,13,135,91,1.48,1536,425
70,"Arenado, N",COL,3B,159,606,100,187,43,7,37,130,62,106,3,2,.309,.373,.586,.959,9,4,1,6,355,87,21,151,190,0.79,2627,680
71,"Gordon, D",MIA,2B,158,653,114,201,20,9,2,33,25,93,60,16,.308,.341,.375,.716,0,10,2,4,245,31,7,247,125,1.98,2397,695
72,"Vargas, I",ARI,2B,12,13,4,4,1,0,0,4,0,3,0,0,.308,.308,.385,.692,0,0,0,0,5,1,1,5,2,2.50,35,13
72,"Wendle, J",OAK,2B,8,13,3,4,1,0,1,5,1,3,0,0,.308,.357,.615,.973,1,0,0,0,8,2,0,4,2,2.00,46,14
74,"Freeman, F",ATL,1B,117,440,84,135,35,2,28,71,65,95,8,5,.307,.403,.586,.989,14,7,0,2,258,65,9,102,119,0.86,1929,514
75,"Pham, T",STL,LF,128,444,95,136,22,2,23,73,71,117,25,7,.306,.411,.520,.931,0,10,2,3,231,47,18,143,71,2.01,2120,530
76,"Trout, M",LAA,CF,114,402,92,123,25,3,33,72,94,90,22,4,.306,.442,.629,1.071,15,7,0,4,253,61,8,89,112,0.79,2127,507
77,"Mauer, J",MIN,1B,141,525,69,160,36,1,7,71,66,83,2,1,.305,.384,.417,.801,3,3,0,3,219,44,17,186,116,1.60,2601,597
78,"Abreu, J",CWS,1B,156,621,95,189,43,6,33,102,35,119,3,0,.304,.354,.552,.906,6,15,0,4,343,82,21,180,158,1.14,2560,675
79,"Inciarte, E",ATL,CF,157,662,93,201,27,5,11,57,49,94,22,9,.304,.350,.409,.759,3,0,3,4,271,43,8,214,168,1.27,2539,718
80,"Zimmerman, R",WSH,1B,144,524,90,159,33,0,36,108,44,126,1,0,.303,.358,.573,.930,1,3,0,5,300,69,16,151,109,1.39,2222,576
81,"Lind, A",WSH,1B,116,267,39,81,14,0,14,59,28,47,1,0,.303,.362,.513,.875,5,0,0,6,137,28,6,83,68,1.22,1173,301
82,"Gonzalez, M",HOU,LF,134,455,67,138,34,0,23,90,49,99,8,3,.303,.377,.530,.907,4,6,3,2,241,57,8,129,102,1.26,2114,515
83,"Martinez, J",ARI,RF,119,432,85,131,26,3,45,104,53,128,4,0,.303,.376,.690,1.066,8,0,0,4,298,74,23,110,90,1.22,1911,489
84,"Evans, P",NYM,3B,19,33,4,10,2,0,0,1,4,8,0,0,.303,.395,.364,.758,0,1,0,0,12,2,0,4,11,0.36,141,38
85,"Rendon, A",WSH,3B,147,508,81,153,41,1,25,100,84,82,7,2,.301,.403,.533,.937,6,7,0,6,271,67,7,105,181,0.58,2645,605
86,"Nava, D",PHI,LF,80,183,21,55,8,1,4,21,26,38,1,0,.301,.393,.421,.813,0,3,0,2,77,13,2,51,43,1.19,859,214
87,"Castro, S",NYY,2B,112,443,66,133,18,1,16,63,23,93,2,0,.300,.338,.454,.792,1,4,0,3,201,35,9,140,89,1.57,1839,473
88,"Farmer, K",LAD,C,20,20,1,6,1,0,0,2,0,3,0,0,.300,.300,.350,.650,0,0,0,0,7,1,2,8,5,1.60,79,20
88,"Nido, T",NYM,C,5,10,0,3,1,0,0,3,0,2,0,0,.300,.300,.400,.700,0,0,0,0,4,1,0,2,3,0.67,32,10
90,"Cain, L",KC,CF,155,584,86,175,27,5,15,49,54,100,26,2,.300,.363,.440,.803,1,5,0,2,257,47,20,178,153,1.16,2515,645
91,"Segura, J",SEA,SS,125,524,80,157,30,2,11,45,34,83,22,8,.300,.349,.427,.776,3,6,0,1,224,43,14,180,119,1.51,2186,566
92,"Brantley, M",CLE,LF,90,338,47,101,20,1,9,52,31,50,11,1,.299,.357,.444,.801,3,2,0,4,150,30,8,111,88,1.26,1391,375
93,"Camargo, J",ATL,3B,82,241,30,72,21,2,4,27,12,51,0,0,.299,.331,.452,.783,2,0,2,1,109,27,5,75,51,1.47,953,256
94,"Gurriel, Y",HOU,1B,139,529,69,158,43,1,18,75,22,62,3,2,.299,.332,.486,.817,1,7,0,6,257,62,12,170,157,1.08,1933,564
95,"Almora Jr., A",CHC,CF,132,299,39,89,18,1,8,46,19,53,1,0,.298,.338,.445,.782,1,0,3,2,133,27,8,96,74,1.30,1113,323
96,"Winker, J",CIN,RF,47,121,21,36,7,0,7,15,15,24,1,1,.298,.375,.529,.904,0,0,1,0,64,14,2,41,23,1.78,499,137
97,"Goldschmidt, P",ARI,1B,155,558,117,166,34,3,36,120,94,147,18,5,.297,.404,.563,.966,15,8,0,4,314,73,14,143,120,1.19,2762,665
98,"Andrus, E",TEX,SS,158,643,100,191,44,4,20,88,38,101,25,10,.297,.337,.471,.808,0,3,1,4,303,68,18,206,168,1.23,2547,689
99,"Cozart, Z",CIN,SS,122,438,80,130,24,7,24,63,62,78,3,0,.297,.385,.548,.933,0,3,0,4,240,55,5,106,133,0.80,2125,507
100,"Eaton, A",WSH,CF,23,91,24,27,7,1,2,13,14,18,3,1,.297,.393,.462,.854,0,1,0,1,42,10,0,27,20,1.35,443,107
101,"Bostick, C",PIT,LF,20,27,6,8,2,0,0,1,4,9,0,1,.296,.406,.370,.777,0,1,0,0,10,2,0,5,5,1.00,152,32
102,"Jay, J",CHC,LF,141,379,65,112,18,3,2,34,37,80,6,2,.296,.374,.375,.749,3,12,3,2,142,23,11,127,76,1.67,1705,433
103,"Bryant, K",CHC,3B,151,549,111,162,38,4,29,73,95,128,7,5,.295,.409,.537,.946,5,15,0,6,295,71,8,128,145,0.88,2652,665
104,"Gennett, S",CIN,2B,141,461,80,136,22,3,27,97,30,114,3,2,.295,.342,.531,.874,1,4,0,2,245,52,15,128,100,1.28,1932,497
105,"Seager, C",LAD,SS,145,539,85,159,33,0,22,77,67,131,4,2,.295,.375,.479,.854,5,4,0,3,258,55,14,147,119,1.24,2240,613
106,"Glasnow, T",PIT,P,18,17,1,5,0,0,0,3,4,7,0,0,.294,.455,.294,.749,0,1,1,0,5,0,0,6,0,*.**,82,23
107,"Hernandez, C",PHI,2B,128,511,85,150,26,6,9,34,61,104,15,5,.294,.373,.421,.793,1,4,0,1,215,41,8,155,111,1.40,2316,577
108,"Peralta, D",ARI,RF,140,525,82,154,31,3,14,57,43,94,8,4,.293,.352,.444,.796,1,6,0,3,233,48,7,177,110,1.61,2144,577
109,"Pedroia, D",BOS,2B,105,406,46,119,19,0,7,62,49,48,4,3,.293,.369,.392,.760,4,2,2,4,159,26,11,147,109,1.35,1843,463
110,"Mancini, T",BAL,LF,147,543,65,159,26,4,24,78,33,139,1,0,.293,.338,.488,.826,1,6,0,4,265,54,12,154,107,1.44,2280,586
111,"Schoop, J",BAL,2B,160,622,92,182,35,0,32,105,35,142,1,0,.293,.338,.503,.841,0,11,0,7,313,67,20,167,158,1.06,2544,675
112,"Cespedes, Y",NYM,LF,81,291,46,85,17,2,17,42,26,61,0,1,.292,.352,.540,.892,5,2,0,2,157,36,7,58,96,0.60,1317,321
113,"Torreyes, R",NYY,2B,108,315,35,92,15,1,3,36,11,43,2,0,.292,.314,.375,.689,0,1,5,4,118,19,9,116,82,1.41,1075,336
114,"Rojas, M",MIA,SS,90,272,37,79,16,2,1,26,27,32,2,1,.290,.361,.375,.736,5,4,1,2,102,19,6,95,75,1.27,1121,306
115,"Brantly, R",CWS,C,13,31,4,9,1,0,2,5,3,14,0,0,.290,.389,.516,.905,0,2,0,0,16,3,0,2,6,0.33,143,36
116,"Vazquez, C",BOS,C,99,324,43,94,18,2,5,32,17,64,7,2,.290,.330,.404,.735,0,3,0,1,131,25,14,111,70,1.59,1357,345
117,"Rivera, T",NYM,3B,73,214,27,62,13,1,5,27,9,32,1,0,.290,.330,.430,.760,0,5,1,2,92,19,4,56,71,0.79,780,231
118,"Rosario, E",MIN,LF,151,542,79,157,33,2,27,78,35,106,9,8,.290,.328,.507,.836,1,0,4,8,275,62,10,155,146,1.06,2155,589
119,"Bour, J",MIA,1B,108,377,52,109,18,0,25,83,47,95,1,0,.289,.366,.536,.902,7,1,0,4,202,43,10,109,78,1.40,1744,429
120,"Barnes, A",LAD,C,102,218,35,63,15,2,8,38,39,43,4,1,.289,.408,.486,.895,1,5,0,0,106,25,6,67,51,1.31,1068,262
121,"Pirela, J",SD,LF,83,312,43,90,25,4,10,40,27,71,4,3,.288,.347,.490,.837,0,2,1,2,153,39,8,83,79,1.05,1306,344
122,"Chisenhall, L",CLE,RF,82,236,34,68,17,1,12,53,25,55,2,2,.288,.360,.521,.881,2,3,3,3,123,30,6,60,65,0.92,1071,270
123,"La Stella, T",CHC,3B,73,125,18,36,8,0,5,22,20,18,0,0,.288,.389,.472,.861,1,2,0,2,59,13,3,41,35,1.17,633,151
124,"Taylor, C",LAD,LF,140,514,85,148,34,5,21,72,50,142,17,4,.288,.354,.496,.850,0,3,0,1,255,60,2,112,115,0.97,2268,568
125,"Merrifield, W",KC,2B,145,587,80,169,32,6,19,78,29,88,34,8,.288,.324,.460,.784,0,6,1,7,270,57,13,152,199,0.76,2369,630
126,"Cruz, N",SEA,DH,155,556,91,160,28,0,39,119,70,140,1,1,.288,.375,.549,.924,7,12,0,7,305,67,15,138,140,0.99,2474,645
127,"Panik, J",SF,2B,138,511,60,147,28,5,10,53,46,54,4,1,.288,.347,.421,.768,4,5,3,8,215,43,10,167,164,1.02,2182,573
128,"Williams, N",PHI,RF,83,313,45,90,14,4,12,55,20,97,1,2,.288,.338,.473,.811,0,6,0,4,148,30,8,83,55,1.51,1217,343
129,"Tapia, R",COL,CF,70,160,27,46,12,2,2,16,8,36,5,2,.288,.329,.425,.754,1,2,1,0,68,16,3,42,40,1.05,613,171
130,"Gregorius, D",NYY,SS,136,534,73,153,27,0,25,87,25,70,3,1,.287,.318,.478,.796,1,3,0,7,255,52,7,135,190,0.71,2069,570
131,"Albies, O",ATL,2B,57,217,34,62,9,5,6,28,21,36,8,1,.286,.354,.456,.810,0,3,1,2,99,20,3,56,69,0.81,912,244
131,"Cahill, T",KC,P,10,14,1,4,1,0,0,2,1,4,0,0,.286,.333,.357,.690,0,0,3,0,5,1,0,8,1,8.00,63,18
131,"Huffman, C",WSH,1B,12,14,3,4,0,1,0,0,1,6,0,0,.286,.333,.429,.762,0,0,0,0,6,1,0,2,2,1.00,67,15
131,"Peacock, B",HOU,P,4,7,1,2,1,0,0,2,1,3,0,0,.286,.375,.429,.804,0,0,0,0,3,1,0,2,0,*.**,25,8
131,"Stroman, M",TOR,P,3,7,2,2,1,0,1,1,0,4,0,0,.286,.286,.857,1.143,0,0,0,0,6,2,0,1,0,*.**,30,7
136,"Cabrera, M",KC,RF,156,620,78,177,30,2,17,85,36,74,1,2,.285,.324,.423,.746,1,2,2,6,262,49,19,235,161,1.46,2421,666
137,"DeJong, P",STL,SS,108,417,55,119,26,1,25,65,21,124,1,0,.285,.325,.532,.857,1,4,0,1,222,52,8,82,101,0.81,1757,443
138,"Wong, K",STL,2B,108,354,55,101,27,3,4,42,41,60,8,2,.285,.376,.412,.788,11,12,1,3,146,34,4,109,92,1.18,1504,411
139,"Phillips, B",LAA,2B,144,572,81,163,34,1,13,60,21,73,11,8,.285,.319,.416,.735,1,8,2,1,238,48,21,221,139,1.59,2108,604
140,"Jones, A",BAL,CF,147,597,82,170,28,1,26,73,27,113,2,1,.285,.322,.466,.787,1,7,1,3,278,55,18,181,155,1.17,2285,635
141,"Bregman, A",HOU,3B,155,556,88,158,39,5,19,71,55,97,17,5,.284,.352,.475,.827,2,7,1,7,264,63,15,148,176,0.84,2302,626
142,"Judge, A",NYY,RF,155,542,128,154,24,3,52,114,127,208,9,4,.284,.422,.627,1.049,11,5,0,4,340,79,15,100,99,1.01,2989,678
143,"Turner, T",WSH,SS,98,412,75,117,24,6,11,45,30,80,46,8,.284,.338,.451,.789,0,4,0,1,186,41,4,119,101,1.18,1694,447
144,"Devers, R",BOS,3B,58,222,34,63,14,0,10,30,18,57,3,1,.284,.338,.482,.819,3,0,0,0,107,24,5,60,47,1.28,892,240
145,"Candelario, J",DET,3B,38,127,18,36,9,0,3,16,13,30,0,0,.283,.359,.425,.784,0,2,0,0,54,12,3,34,30,1.13,529,142
146,"Springer, G",HOU,CF,140,548,112,155,29,0,34,85,64,111,5,7,.283,.367,.522,.889,1,11,0,4,286,63,11,167,130,1.28,2550,629
147,"Smith, K",CWS,C,87,276,23,78,17,0,4,30,9,46,0,0,.283,.309,.388,.697,0,3,2,3,107,21,9,114,52,2.19,1043,294
147,"Suzuki, K",ATL,C,81,276,38,78,13,0,19,50,17,39,0,0,.283,.351,.536,.887,2,13,1,2,148,32,5,71,96,0.74,1105,309
149,"Yelich, C",MIA,CF,156,602,100,170,36,2,18,81,80,137,16,2,.282,.369,.439,.807,4,6,0,6,264,56,13,199,115,1.73,2883,695
150,"Dickerson, C",TB,LF,150,588,84,166,33,4,27,62,35,152,4,3,.282,.325,.490,.815,6,3,0,2,288,64,11,141,142,0.99,2493,629
151,"Carrera, E",TOR,LF,131,287,38,81,10,1,8,20,30,75,10,1,.282,.356,.408,.764,0,3,5,0,117,19,4,87,53,1.64,1329,325
152,"Powell, B",OAK,CF,52,117,24,33,5,0,3,12,15,30,0,1,.282,.358,.402,.760,0,0,1,2,47,8,2,29,30,0.97,567,135
152,"Slater, A",SF,LF,34,117,15,33,3,1,3,16,8,29,0,0,.282,.339,.402,.740,0,2,0,0,47,7,3,38,20,1.90,466,127
154,"Haniger, M",SEA,RF,96,369,58,104,25,2,16,47,31,93,5,4,.282,.352,.491,.843,0,9,1,0,181,43,9,99,83,1.19,1599,410
155,"Castillo, W",BAL,C,96,341,44,96,11,0,20,53,22,97,0,0,.282,.323,.490,.813,0,0,0,2,167,31,10,83,77,1.08,1445,365
156,"Stanton, G",MIA,RF,159,597,123,168,32,0,59,132,85,163,2,2,.281,.376,.631,1.007,13,7,0,3,377,91,13,165,117,1.41,2736,692
157,"Herrera, O",PHI,CF,138,526,67,148,42,3,14,56,31,126,8,5,.281,.325,.452,.778,4,4,0,2,238,59,13,143,124,1.15,2180,563
158,"Rasmus, C",TB,LF,37,121,17,34,7,1,9,23,7,45,1,0,.281,.318,.579,.896,2,0,0,1,70,17,1,21,23,0.91,478,129
159,"Flowers, T",ATL,C,99,317,41,89,16,0,12,49,31,82,0,1,.281,.378,.445,.823,1,20,0,2,141,28,6,79,75,1.05,1436,370
160,"Cano, R",SEA,2B,150,592,79,166,33,0,23,97,49,85,1,0,.280,.338,.453,.791,8,4,0,3,268,56,18,214,148,1.45,2315,648
161,"Cabrera, A",NYM,SS,135,479,66,134,32,0,14,59,50,83,3,2,.280,.351,.434,.785,1,5,1,5,208,46,19,153,134,1.14,2062,540
162,"McCutchen, A",PIT,CF,156,570,94,159,30,2,28,88,73,116,11,5,.279,.363,.486,.849,5,4,0,3,277,60,10,154,154,1.00,2621,650
163,"Conforto, M",NYM,LF,109,373,72,104,20,1,27,68,57,113,2,0,.279,.384,.555,.939,5,8,0,2,207,48,3,80,81,0.99,1828,440
164,"Pina, M",MIL,C,107,330,45,92,21,0,9,43,20,79,2,0,.279,.327,.424,.751,0,5,1,3,140,30,8,72,99,0.73,1425,359
165,"White, T",HOU,3B,22,61,7,17,6,0,3,10,4,16,0,1,.279,.328,.525,.853,0,1,0,1,32,9,0,8,21,0.38,270,67
166,"Simmons, A",LAA,SS,158,589,77,164,38,2,14,69,47,67,19,6,.278,.331,.421,.752,0,3,0,8,248,54,20,213,173,1.23,2295,647
167,"Realmuto, J",MIA,C,141,532,68,148,31,5,17,65,36,106,8,2,.278,.332,.451,.783,4,8,0,3,240,53,13,154,140,1.10,2171,579
168,"Sanchez, G",NYY,C,122,471,79,131,20,0,33,90,40,120,2,1,.278,.345,.531,.876,1,10,0,4,250,53,9,124,109,1.14,2031,525
169,"Santana, D",MIL,RF,151,525,88,146,29,0,30,85,73,178,15,4,.278,.371,.505,.875,2,6,0,3,265,59,12,125,91,1.37,2491,607
170,"Beckham, T",BAL,SS,137,533,67,148,18,5,22,62,36,167,6,5,.278,.328,.454,.782,0,4,1,1,242,45,10,131,99,1.32,2313,575
171,"Lowrie, J",OAK,2B,153,567,86,157,49,3,14,69,73,100,0,1,.277,.360,.448,.808,2,2,0,3,254,66,10,116,207,0.56,2584,645
172,"Aoki, N",NYM,OF,109,336,48,93,20,2,5,35,29,44,10,2,.277,.335,.393,.728,1,3,1,5,132,27,12,144,73,1.97,1460,374
173,"Arcia, O",MIL,SS,153,506,56,140,17,2,15,53,36,100,14,7,.277,.324,.407,.731,9,1,2,3,206,34,10,164,117,1.40,1984,548
