RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
318,"Gray, S",OAK,P,2,6,0,1,0,0,0,0,0,4,0,0,0.167,0.167,0.167,0.333,0,0,0,0,1,0,0,1,0,*.**,19,6
318,"Petit, G",NYY,2B,20,42,7,7,3,0,0,5,3,16,0,0,0.167,0.217,0.238,0.455,1,0,1,1,10,3,0,15,6,2.5,179,47
318,"Weeks Jr., R",SEA,LF,37,84,7,14,1,0,2,9,9,25,0,0,0.167,0.263,0.25,0.513,0,2,0,0,21,3,3,27,21,1.29,393,95
324,"Featherston, T",LAA,3B,101,154,23,25,5,1,2,9,7,46,4,2,0.162,0.212,0.247,0.459,0,3,4,1,38,8,3,54,37,1.46,636,169
325,"Castillo, W",SEA,C,6,25,3,4,0,0,0,2,1,5,0,0,0.16,0.179,0.16,0.339,0,0,0,2,4,0,2,10,10,1,96,28
325,"Pennington, C",TOR,SS,33,75,9,12,3,0,2,11,11,20,0,0,0.16,0.27,0.28,0.55,0,1,3,2,21,5,2,28,22,1.27,394,92
327,"Bloomquist, W",SEA,SS,35,69,2,11,1,0,0,4,2,13,1,1,0.159,0.194,0.174,0.368,0,1,0,0,12,1,2,24,23,1.04,240,72
328,"Franklin, N",TB,SS,44,101,11,16,4,1,3,7,7,37,1,0,0.158,0.213,0.307,0.52,0,0,1,0,31,8,2,19,32,0.59,432,109
329,"Sucre, J",SEA,C,50,127,9,20,6,0,1,7,6,21,0,0,0.157,0.195,0.228,0.424,0,0,9,0,29,7,6,58,43,1.35,525,142
330,"Hayes, B",CLE,C,14,32,4,5,0,0,3,6,3,7,0,0,0.156,0.229,0.438,0.666,0,0,1,0,14,3,0,7,14,0.5,138,36
331,"Diaz, J",TOR,SS,7,13,1,2,0,0,0,2,1,3,0,0,0.154,0.267,0.154,0.421,0,1,1,0,2,0,0,7,2,3.5,66,16
332,"Craig, A",BOS,1B,36,79,6,12,1,0,1,3,7,26,0,0,0.152,0.239,0.203,0.441,0,2,0,0,16,2,2,27,16,1.69,365,88
333,"Herrmann, C",MIN,C,45,103,13,15,5,1,2,10,7,37,0,0,0.146,0.214,0.272,0.486,0,2,1,0,28,8,1,30,23,1.3,435,113
334,"Buehrle, M",TOR,P,4,7,0,1,0,0,0,0,1,3,0,0,0.143,0.25,0.143,0.393,0,0,1,0,1,0,0,4,0,*.**,37,9
334,"Grossman, R",HOU,LF,24,49,7,7,2,0,1,5,5,17,0,0,0.143,0.222,0.245,0.467,0,0,0,0,12,3,0,15,10,1.5,216,54
334,"Kepler, M",MIN,RF,3,7,0,1,0,0,0,0,0,3,0,0,0.143,0.143,0.143,0.286,0,0,0,0,1,0,0,2,1,2,37,7
334,"Pena, F",KC,C,8,7,0,1,0,0,0,0,0,3,0,0,0.143,0.143,0.143,0.286,0,0,0,0,1,0,1,4,0,*.**,26,7
338,"Krauss, M",DET,1B,27,78,3,11,3,0,2,8,3,31,0,0,0.141,0.173,0.256,0.429,0,0,0,0,20,5,0,11,25,0.44,333,81
339,"Lake, J",BAL,RF,8,22,2,3,3,0,0,0,0,9,0,0,0.136,0.136,0.273,0.409,0,0,0,0,6,3,0,6,4,1.5,85,22
339,"Nieuwenhuis, K",LAA,CF,10,22,4,3,2,0,0,1,2,9,0,1,0.136,0.208,0.227,0.436,0,0,0,0,5,2,0,7,3,2.33,95,24
341,"Walters, Z",CLE,LF,12,30,0,4,0,0,0,3,0,15,0,0,0.133,0.133,0.133,0.267,0,0,0,0,4,0,0,5,6,0.83,118,30
342,"Blair, C",OAK,C,11,31,3,4,0,0,1,3,4,18,0,0,0.129,0.229,0.226,0.454,0,0,0,0,7,1,1,6,4,1.5,155,35
342,"Dykstra, A",TB,1B,13,31,3,4,0,0,1,4,6,12,0,0,0.129,0.289,0.226,0.515,0,1,0,0,7,1,2,11,6,1.83,155,38
344,"McHugh, C",HOU,P,3,8,1,1,0,0,0,0,0,4,0,0,0.125,0.125,0.125,0.25,0,0,0,0,1,0,0,1,2,0.5,31,8
345,"Brantly, R",CWS,C,14,33,3,4,1,0,1,6,2,8,0,0,0.121,0.167,0.242,0.409,0,0,0,1,8,2,1,13,10,1.3,145,36
346,"Gentry, C",OAK,LF,26,50,6,6,0,2,0,3,4,15,1,1,0.12,0.196,0.2,0.396,0,1,0,1,10,2,0,14,16,0.88,203,56
347,"Sale, C",CWS,P,3,9,1,1,0,0,0,0,0,4,0,0,0.111,0.111,0.111,0.222,0,0,0,0,1,0,0,3,1,3,35,9
347,"Walker, C",BAL,1B,7,9,0,1,0,0,0,0,3,4,0,0,0.111,0.333,0.111,0.444,0,0,0,0,1,0,0,3,1,3,48,12
347,"Walker, T",SEA,P,4,9,0,1,1,0,0,1,0,5,0,0,0.111,0.111,0.222,0.333,0,0,1,0,2,1,0,2,2,1,35,10
350,"Lavarnway, R",BAL,C,10,28,1,3,1,0,0,0,4,7,0,0,0.107,0.219,0.143,0.362,0,0,0,0,4,1,1,6,13,0.46,138,32
351,"Jones, J",SEA,CF,28,29,1,3,1,0,0,0,2,13,1,1,0.103,0.161,0.138,0.299,0,0,0,0,4,1,0,7,6,1.17,149,31
352,"Holt, T",CLE,CF,9,20,2,2,0,0,0,0,1,9,0,0,0.1,0.143,0.1,0.243,0,0,0,0,2,0,0,3,6,0.5,76,21
353,"Stubbs, D",TEX,CF,27,21,6,2,1,0,0,0,5,10,3,0,0.095,0.269,0.143,0.412,0,0,0,0,3,1,0,4,5,0.8,129,26
354,"Ross, C",OAK,RF,9,22,3,2,0,0,0,3,3,6,0,0,0.091,0.2,0.091,0.291,0,0,0,0,2,0,0,6,8,0.75,104,25
355,"Hicks, J",SEA,C,17,32,1,2,1,0,0,1,1,18,1,1,0.063,0.091,0.094,0.185,0,0,1,0,3,1,0,3,10,0.3,144,34
356,"Perez, H",DET,2B,22,33,1,2,0,0,0,0,1,11,1,0,0.061,0.088,0.061,0.149,0,0,0,0,2,0,2,11,11,1,119,34
357,"Adams, A",CLE,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,*.**,1,1
357,"Anderson, C",CLE,P,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,10,3
357,"Andriese, M",TB,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,4,1
357,"Archer, C",TB,P,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.**,21,5
357,"Baron, S",SEA,C,4,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2.67,31,11
357,"Bassitt, C",OAK,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,9,2
357,"Belisario, R",BOS,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1
357,"Bianchi, J",BOS,SS,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.**,9,2
357,"Blanton, J",KC,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,6,1
357,"Brooks, A",OAK,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,2
357,"Buchholz, C",BOS,P,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,30,6
357,"Calixte, O",KC,SS,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,9,3
357,"Capuano, C",NYY,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,3,1
357,"Cecchini, G",BOS,3B,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,4
357,"Choice, M",CLE,RF,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,7,1
357,"Coleman, D",KC,3B,4,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,5
357,"Copeland, S",TOR,P,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,6,1
357,"Dickey, R",TOR,P,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0.5,8,4
357,"Duensing, B",MIN,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,2,1
357,"Eovaldi, N",NYY,P,3,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,22,5
357,"Gonzalez, M",BAL,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,4,1
357,"Gore, T",KC,LF,9,3,1,0,0,0,0,0,0,1,3,0,0,0.25,0,0.25,0,1,0,0,0,0,0,1,1,1,12,4
357,"Greene, S",DET,P,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,21,5
357,"Hahn, J",OAK,P,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,13,3
357,"Happ, J",SEA,P,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,1,2,0,*.**,6,2
357,"Hardy, B",DET,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,2,1
357,"Harris, W",HOU,P,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,3,1
357,"Harrison, M",TEX,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,*.**,11,3
357,"Heaney, A",LAA,P,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,19,6
357,"Hernandez, F",SEA,P,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.**,11,3
357,"Hernandez, R",HOU,P,1,2,1,0,0,0,0,0,1,2,0,0,0,0.333,0,0.333,0,0,0,0,0,0,0,0,0,-.--,13,3
357,"Hughes, P",MIN,P,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,*.**,14,3
357,"Iwakuma, H",SEA,P,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,*.**,8,3
357,"Jackson, R",LAA,SS,22,9,0,0,0,0,0,0,1,5,0,0,0,0.1,0,0.1,0,0,4,0,0,0,1,9,0,*.**,48,14
357,"Jimenez, L",BOS,3B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,3,1
357,"Kluber, C",CLE,P,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,19,6
357,"Kratz, E",SEA,C,4,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,21,5
357,"Lewis, C",TEX,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,12,2
357,"Martinez, N",TEX,P,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,11,4
357,"May, T",MIN,P,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,12,3
357,"McCullers Jr., L",HOU,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,8,2
357,"Miley, W",BOS,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.**,10,2
357,"Milone, T",MIN,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2
357,"Mitchell, B",NYY,P,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,6,1
357,"Montgomery, M",SEA,P,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3
357,"Moore, M",TB,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,*.**,12,2
357,"Nolasco, R",MIN,P,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,14,3
357,"Norris, B",BAL,P,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,10,4
357,"Odorizzi, J",TB,P,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.**,16,4
357,"Owens, H",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,11,2
357,"Parrino, A",OAK,SS,17,6,1,0,0,0,0,0,2,5,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,1,0,34,8
357,"Paxton, J",SEA,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,6,2
357,"Perez, M",TEX,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,13,2
357,"Pineda, M",NYY,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,5,2
357,"Porcello, R",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,8,2
357,"Price, D",TOR,P,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,*.**,28,9
357,"Pridie, J",OAK,CF,6,9,0,0,0,0,0,0,1,4,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,3,2,1.5,35,10
357,"Quintana, J",CWS,P,4,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,*.**,24,9
357,"Ramirez, E",TB,P,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,8,2
357,"Ranaudo, A",TEX,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,9,2
357,"Rasmus, C",LAA,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*.**,3,1
357,"Rodon, C",CWS,P,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,*.**,6,3
357,"Rodriguez, E",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,*.**,17,3
357,"Romine, A",NYY,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,2
357,"Sabathia, C",NYY,P,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3
357,"Salazar, D",CLE,P,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,14,4
357,"Sanchez, A",DET,P,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,14,4
357,"Sanchez, G",NYY,C,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2
357,"Severino, L",NYY,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2
357,"Shoemaker, M",LAA,P,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,*.**,7,2
357,"Simon, A",DET,P,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,*.**,17,5
357,"Tanaka, M",NYY,P,4,7,0,0,0,0,0,0,1,2,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,5,0,*.**,39,8
357,"Tillman, C",BAL,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,9,2
357,"Venditte, P",TOR,P,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.--,8,1
357,"Ventura, Y",KC,P,3,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,6
357,"Volquez, E",KC,P,3,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,22,6
357,"Warren, A",NYY,P,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,3
357,"Weaver, J",LAA,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2
357,"Wilson, T",BAL,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,10,3
357,"Wright, S",BOS,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,*.**,6,2
437,"Abad, F",OAK,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Achter, A",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Alburquerque, A",DET,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Allen, C",CLE,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Almonte, M",KC,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Alvarez, J",LAA,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Bailey, A",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Balfour, G",TB,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Barnes, M",BOS,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Bass, A",TEX,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Bedrosian, C",LAA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Beimel, J",SEA,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Beliveau, J",TB,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Betances, D",NYY,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Boxberger, B",TB,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Boyd, M",DET,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Boyer, B",MIN,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Brach, B",BAL,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Breslow, C",BOS,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Britton, Z",BAL,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Carpenter, D",NYY,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Carroll, S",CWS,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Castro, A",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Cecil, B",TOR,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Cedeno, X",TB,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Chamberlain, J",KC,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Clippard, T",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Colome, A",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Cook, R",BOS,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Cotham, C",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Cotts, N",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Crockett, K",CLE,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Davies, K",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Davis, W",KC,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Delabar, S",TOR,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Detwiler, R",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Diekman, J",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Dominguez, J",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Doolittle, S",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Drake, O",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Duke, Z",CWS,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Dyson, S",TEX,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Edwards, J",TEX,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Farquhar, D",SEA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Faulkner, A",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Feliz, M",HOU,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Feliz, N",DET,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Fields, J",HOU,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Fien, C",MIN,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Frasor, J",KC,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Freeman, S",TEX,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Frieri, E",TB,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Furbush, C",SEA,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Garcia, J",BAL,P,3,0,0,0,0,0,0,0,1,0,0,0,.---,1,.---,1,0,0,0,0,0,0,0,0,0,-.--,4,1
437,"Gausman, K",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Geltz, S",TB,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Givens, M",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Gomes, B",TB,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Goody, N",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Gorzelanny, T",DET,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Gott, T",LAA,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Graham, J",MIN,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Graveman, K",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Gregerson, L",HOU,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
437,"Guaipe, M",SEA,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0,0,0,0,0,0,0,0,0,0,-.--,0,0
